file_name,date,match_type,teams,venue,city,winner,gender,overs
351690.json,2009-02-06,ODI,"Australia, New Zealand",Melbourne Cricket Ground,Unknown,New Zealand,male,50
351691.json,2009-02-08,ODI,"Australia, New Zealand",Sydney Cricket Ground,Unknown,Australia,male,50
386534.json,2009-02-08,ODI,"Sri Lanka, India",R Premadasa Stadium,Colombo,Sri Lanka,male,50
351692.json,2009-02-10,ODI,"Australia, New Zealand",Adelaide Oval,Unknown,Australia,male,50
351693.json,2009-02-13,ODI,"Australia, New Zealand","Brisbane Cricket Ground, Woolloongabba",Brisbane,No Result,male,50
366623.json,2009-03-03,ODI,"New Zealand, India",McLean Park,Napier,India,male,50
366626.json,2009-03-06,ODI,"New Zealand, India",Westpac Stadium,Wellington,No Result,male,50
366627.json,2009-03-08,ODI,"New Zealand, India",AMI Stadium,Christchurch,India,male,50
366624.json,2009-03-11,ODI,"New Zealand, India",Seddon Park,Hamilton,India,male,50
366625.json,2009-03-14,ODI,"New Zealand, India",Eden Park,Auckland,New Zealand,male,50
352665.json,2009-03-20,ODI,"West Indies, England",Providence Stadium,Guyana,England,male,50
352666.json,2009-03-22,ODI,"West Indies, England",Providence Stadium,Guyana,West Indies,male,50
352667.json,2009-03-27,ODI,"West Indies, England","Kensington Oval, Bridgetown",Barbados,West Indies,male,50
352668.json,2009-03-29,ODI,"West Indies, England","Kensington Oval, Bridgetown",Barbados,England,male,50
390204.json,2009-04-01,ODI,"Ireland, Scotland",Willowmoore Park,Benoni,Ireland,male,50
350477.json,2009-04-03,ODI,"South Africa, Australia",Kingsmead,Durban,Australia,male,50
352669.json,2009-04-03,ODI,"West Indies, England","Beausejour Stadium, Gros Islet",St Lucia,England,male,50
350478.json,2009-04-05,ODI,"South Africa, Australia",SuperSport Park,Centurion,South Africa,male,50
390227.json,2009-04-08,ODI,"Canada, Scotland",Willowmoore Park,Benoni,Canada,male,50
350479.json,2009-04-09,ODI,"South Africa, Australia",Newlands,Cape Town,South Africa,male,50
350480.json,2009-04-13,ODI,"South Africa, Australia",St George's Park,Port Elizabeth,South Africa,male,50
350481.json,2009-04-17,ODI,"South Africa, Australia",New Wanderers Stadium,Johannesburg,Australia,male,50
392616.json,2009-04-22,ODI,"Australia, Pakistan",Dubai Sports City Cricket Stadium,Unknown,Pakistan,male,50
392617.json,2009-04-24,ODI,"Australia, Pakistan",Dubai Sports City Cricket Stadium,Unknown,Australia,male,50
392618.json,2009-04-27,ODI,"Australia, Pakistan",Sheikh Zayed Stadium,Abu Dhabi,Australia,male,50
392619.json,2009-05-01,ODI,"Australia, Pakistan",Sheikh Zayed Stadium,Abu Dhabi,Australia,male,50
392620.json,2009-05-03,ODI,"Australia, Pakistan",Sheikh Zayed Stadium,Abu Dhabi,Pakistan,male,50
380715.json,2009-05-24,ODI,"England, West Indies",County Ground,Bristol,England,male,50
380716.json,2009-05-26,ODI,"England, West Indies",Edgbaston,Birmingham,England,male,50
377313.json,2009-06-26,ODI,"West Indies, India","Sabina Park, Kingston",Jamaica,India,male,50
377314.json,2009-06-28,ODI,"West Indies, India","Sabina Park, Kingston",Jamaica,West Indies,male,50
377315.json,2009-07-03,ODI,"West Indies, India","Beausejour Stadium, Gros Islet",St Lucia,India,male,50
377316.json,2009-07-05,ODI,"West Indies, India","Beausejour Stadium, Gros Islet",St Lucia,No Result,male,50
401073.json,2009-07-26,ODI,"West Indies, Bangladesh","Windsor Park, Roseau",Dominica,Bangladesh,male,50
401074.json,2009-07-28,ODI,"West Indies, Bangladesh","Windsor Park, Roseau",Dominica,Bangladesh,male,50
403370.json,2009-07-30,ODI,"Sri Lanka, Pakistan",Rangiri Dambulla International Stadium,Unknown,Sri Lanka,male,50
401075.json,2009-07-31,ODI,"West Indies, Bangladesh","Warner Park, Basseterre",St Kitts,Bangladesh,male,50
403371.json,2009-08-01,ODI,"Sri Lanka, Pakistan",Rangiri Dambulla International Stadium,Unknown,Sri Lanka,male,50
403372.json,2009-08-03,ODI,"Sri Lanka, Pakistan",Rangiri Dambulla International Stadium,Unknown,Sri Lanka,male,50
403373.json,2009-08-07,ODI,"Sri Lanka, Pakistan",R Premadasa Stadium,Colombo,Pakistan,male,50
410337.json,2009-08-09,ODI,"Zimbabwe, Bangladesh",Queens Sports Club,Bulawayo,Bangladesh,male,50
403374.json,2009-08-09,ODI,"Sri Lanka, Pakistan",R Premadasa Stadium,Colombo,Pakistan,male,50
410338.json,2009-08-11,ODI,"Zimbabwe, Bangladesh",Queens Sports Club,Bulawayo,Bangladesh,male,50
410339.json,2009-08-14,ODI,"Zimbabwe, Bangladesh",Queens Sports Club,Bulawayo,Zimbabwe,male,50
410340.json,2009-08-16,ODI,"Zimbabwe, Bangladesh",Queens Sports Club,Bulawayo,Bangladesh,male,50
410341.json,2009-08-18,ODI,"Zimbabwe, Bangladesh",Queens Sports Club,Bulawayo,Bangladesh,male,50
415162.json,2009-08-19,ODI,"Canada, Kenya",Maple Leaf North-West Ground,Toronto,Canada,male,50
383275.json,2009-08-27,ODI,"Ireland, England","Civil Service Cricket Club, Stormont",Belfast,England,male,50
350043.json,2009-09-04,ODI,"England, Australia",Kennington Oval,London,Australia,male,50
350044.json,2009-09-06,ODI,"England, Australia",Lord's,London,Australia,male,50
403380.json,2009-09-08,ODI,"Sri Lanka, New Zealand",R Premadasa Stadium,Colombo,Sri Lanka,male,50
350045.json,2009-09-09,ODI,"England, Australia",The Rose Bowl,Southampton,Australia,male,50
403382.json,2009-09-11,ODI,"India, New Zealand",R Premadasa Stadium,Colombo,India,male,50
350046.json,2009-09-12,ODI,"England, Australia",Lord's,London,Australia,male,50
403381.json,2009-09-12,ODI,"Sri Lanka, India",R Premadasa Stadium,Colombo,Sri Lanka,male,50
403383.json,2009-09-14,ODI,"Sri Lanka, India",R Premadasa Stadium,Colombo,India,male,50
350047.json,2009-09-15,ODI,"England, Australia",Trent Bridge,Nottingham,Australia,male,50
350048.json,2009-09-17,ODI,"England, Australia",Trent Bridge,Nottingham,Australia,male,50
350049.json,2009-09-20,ODI,"England, Australia",Riverside Ground,Chester-le-Street,England,male,50
415273.json,2009-09-22,ODI,"South Africa, Sri Lanka",SuperSport Park,Centurion,Sri Lanka,male,50
415274.json,2009-09-23,ODI,"Pakistan, West Indies",New Wanderers Stadium,Johannesburg,Pakistan,male,50
415275.json,2009-09-24,ODI,"South Africa, New Zealand",SuperSport Park,Centurion,South Africa,male,50
415276.json,2009-09-25,ODI,"England, Sri Lanka",New Wanderers Stadium,Johannesburg,England,male,50
415277.json,2009-09-26,ODI,"Australia, West Indies",New Wanderers Stadium,Johannesburg,Australia,male,50
415278.json,2009-09-26,ODI,"India, Pakistan",SuperSport Park,Centurion,Pakistan,male,50
415280.json,2009-09-27,ODI,"South Africa, England",SuperSport Park,Centurion,England,male,50
415279.json,2009-09-27,ODI,"New Zealand, Sri Lanka",New Wanderers Stadium,Johannesburg,New Zealand,male,50
415281.json,2009-09-28,ODI,"Australia, India",SuperSport Park,Centurion,No Result,male,50
415282.json,2009-09-29,ODI,"England, New Zealand",New Wanderers Stadium,Johannesburg,New Zealand,male,50
415284.json,2009-09-30,ODI,"India, West Indies",New Wanderers Stadium,Johannesburg,India,male,50
415283.json,2009-09-30,ODI,"Australia, Pakistan",SuperSport Park,Centurion,Australia,male,50
415285.json,2009-10-02,ODI,"Australia, England",SuperSport Park,Centurion,Australia,male,50
415286.json,2009-10-03,ODI,"New Zealand, Pakistan",New Wanderers Stadium,Johannesburg,New Zealand,male,50
415287.json,2009-10-05,ODI,"Australia, New Zealand",SuperSport Park,Centurion,Australia,male,50
416236.json,2009-10-25,ODI,"India, Australia",Reliance Stadium,Vadodara,Australia,male,50
422626.json,2009-10-27,ODI,"Bangladesh, Zimbabwe",Shere Bangla National Stadium,Mirpur,Zimbabwe,male,50
416237.json,2009-10-28,ODI,"India, Australia","Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,male,50
422627.json,2009-10-29,ODI,"Bangladesh, Zimbabwe",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
422628.json,2009-10-31,ODI,"Bangladesh, Zimbabwe",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
416238.json,2009-10-31,ODI,"India, Australia",Feroz Shah Kotla,Delhi,India,male,50
416239.json,2009-11-02,ODI,"India, Australia","Punjab Cricket Association Stadium, Mohali",Chandigarh,Australia,male,50
426720.json,2009-11-03,ODI,"New Zealand, Pakistan",Sheikh Zayed Stadium,Abu Dhabi,Pakistan,male,50
422629.json,2009-11-03,ODI,"Bangladesh, Zimbabwe",Zohur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,male,50
416240.json,2009-11-05,ODI,"India, Australia","Rajiv Gandhi International Stadium, Uppal",Hyderabad,Australia,male,50
422630.json,2009-11-05,ODI,"Bangladesh, Zimbabwe",Zohur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,male,50
426721.json,2009-11-06,ODI,"New Zealand, Pakistan",Sheikh Zayed Stadium,Abu Dhabi,New Zealand,male,50
430508.json,2009-11-08,ODI,"South Africa, Zimbabwe",Willowmoore Park,Benoni,South Africa,male,50
416241.json,2009-11-08,ODI,"India, Australia",Nehru Stadium,Guwahati,Australia,male,50
426722.json,2009-11-09,ODI,"New Zealand, Pakistan",Sheikh Zayed Stadium,Abu Dhabi,New Zealand,male,50
430509.json,2009-11-10,ODI,"South Africa, Zimbabwe",SuperSport Park,Centurion,South Africa,male,50
387566.json,2009-11-22,ODI,"South Africa, England",SuperSport Park,Centurion,England,male,50
387567.json,2009-11-27,ODI,"South Africa, England",Newlands,Cape Town,South Africa,male,50
387568.json,2009-11-29,ODI,"South Africa, England",St George's Park,Port Elizabeth,England,male,50
430886.json,2009-12-15,ODI,"India, Sri Lanka",Madhavrao Scindia Cricket Ground,Rajkot,India,male,50
430887.json,2009-12-18,ODI,"India, Sri Lanka","Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Sri Lanka,male,50
430888.json,2009-12-21,ODI,"India, Sri Lanka",Barabati Stadium,Cuttack,India,male,50
430889.json,2009-12-24,ODI,"India, Sri Lanka",Eden Gardens,Kolkata,India,male,50
430890.json,2009-12-27,ODI,"India, Sri Lanka",Feroz Shah Kotla,Delhi,No Result,male,50
434258.json,2010-01-04,ODI,"Bangladesh, Sri Lanka",Shere Bangla National Stadium,Mirpur,Sri Lanka,male,50
434259.json,2010-01-05,ODI,"India, Sri Lanka",Shere Bangla National Stadium,Mirpur,Sri Lanka,male,50
434260.json,2010-01-07,ODI,"Bangladesh, India",Shere Bangla National Stadium,Mirpur,India,male,50
434261.json,2010-01-08,ODI,"Bangladesh, Sri Lanka",Shere Bangla National Stadium,Mirpur,Sri Lanka,male,50
434262.json,2010-01-10,ODI,"India, Sri Lanka",Shere Bangla National Stadium,Mirpur,India,male,50
434263.json,2010-01-11,ODI,"Bangladesh, India",Shere Bangla National Stadium,Mirpur,India,male,50
434264.json,2010-01-13,ODI,"India, Sri Lanka",Shere Bangla National Stadium,Mirpur,Sri Lanka,male,50
406202.json,2010-01-22,ODI,"Australia, Pakistan","Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,male,50
406203.json,2010-01-24,ODI,"Australia, Pakistan",Sydney Cricket Ground,Unknown,Australia,male,50
406204.json,2010-01-26,ODI,"Australia, Pakistan",Adelaide Oval,Unknown,Australia,male,50
406205.json,2010-01-29,ODI,"Australia, Pakistan",Western Australia Cricket Association Ground,Perth,Australia,male,50
406206.json,2010-01-31,ODI,"Australia, Pakistan",Western Australia Cricket Association Ground,Perth,Australia,male,50
423783.json,2010-02-05,ODI,"New Zealand, Bangladesh",McLean Park,Napier,New Zealand,male,50
406192.json,2010-02-07,ODI,"Australia, West Indies",Melbourne Cricket Ground,Unknown,Australia,male,50
423784.json,2010-02-08,ODI,"New Zealand, Bangladesh",University Oval,Dunedin,New Zealand,male,50
406193.json,2010-02-09,ODI,"Australia, West Indies",Adelaide Oval,Unknown,Australia,male,50
423785.json,2010-02-11,ODI,"New Zealand, Bangladesh",AMI Stadium,Christchurch,New Zealand,male,50
406194.json,2010-02-12,ODI,"Australia, West Indies",Sydney Cricket Ground,Unknown,No Result,male,50
406195.json,2010-02-14,ODI,"Australia, West Indies","Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,male,50
406196.json,2010-02-19,ODI,"Australia, West Indies",Melbourne Cricket Ground,Unknown,Australia,male,50
441827.json,2010-02-21,ODI,"India, South Africa",Sawai Mansingh Stadium,Jaipur,India,male,50
441828.json,2010-02-24,ODI,"India, South Africa",Captain Roop Singh Stadium,Gwalior,India,male,50
441829.json,2010-02-27,ODI,"India, South Africa","Sardar Patel Stadium, Motera",Ahmedabad,South Africa,male,50
426420.json,2010-02-28,ODI,"Bangladesh, England",Shere Bangla National Stadium,Mirpur,England,male,50
426421.json,2010-03-02,ODI,"Bangladesh, England",Shere Bangla National Stadium,Mirpur,England,male,50
423791.json,2010-03-03,ODI,"New Zealand, Australia",McLean Park,Napier,New Zealand,male,50
439140.json,2010-03-04,ODI,"West Indies, Zimbabwe",Providence Stadium,Guyana,Zimbabwe,male,50
426422.json,2010-03-05,ODI,"Bangladesh, England",Zohur Ahmed Chowdhury Stadium,Chittagong,England,male,50
423792.json,2010-03-06,ODI,"New Zealand, Australia",Eden Park,Auckland,Australia,male,50
439141.json,2010-03-06,ODI,"West Indies, Zimbabwe",Providence Stadium,Guyana,West Indies,male,50
423793.json,2010-03-09,ODI,"New Zealand, Australia",Seddon Park,Hamilton,Australia,male,50
439142.json,2010-03-10,ODI,"West Indies, Zimbabwe","Arnos Vale Ground, Kingstown",St Vincent,West Indies,male,50
423794.json,2010-03-11,ODI,"New Zealand, Australia",Eden Park,Auckland,Australia,male,50
439143.json,2010-03-12,ODI,"West Indies, Zimbabwe","Arnos Vale Ground, Kingstown",St Vincent,West Indies,male,50
423795.json,2010-03-13,ODI,"New Zealand, Australia",Westpac Stadium,Wellington,New Zealand,male,50
439144.json,2010-03-14,ODI,"West Indies, Zimbabwe","Arnos Vale Ground, Kingstown",St Vincent,West Indies,male,50
439147.json,2010-05-22,ODI,"West Indies, South Africa","Sir Vivian Richards Stadium, North Sound",Antigua,South Africa,male,50
439148.json,2010-05-24,ODI,"West Indies, South Africa","Sir Vivian Richards Stadium, North Sound",Antigua,South Africa,male,50
452146.json,2010-05-28,ODI,"Zimbabwe, India",Queens Sports Club,Bulawayo,Zimbabwe,male,50
439149.json,2010-05-28,ODI,"West Indies, South Africa","Windsor Park, Roseau",Dominica,South Africa,male,50
452147.json,2010-05-30,ODI,"India, Sri Lanka",Queens Sports Club,Bulawayo,India,male,50
439150.json,2010-05-30,ODI,"West Indies, South Africa","Windsor Park, Roseau",Dominica,South Africa,male,50
452148.json,2010-06-01,ODI,"Zimbabwe, Sri Lanka",Queens Sports Club,Bulawayo,Sri Lanka,male,50
452149.json,2010-06-03,ODI,"Zimbabwe, India",Harare Sports Club,Unknown,Zimbabwe,male,50
439151.json,2010-06-03,ODI,"West Indies, South Africa","Queen's Park Oval, Port of Spain",Trinidad,South Africa,male,50
452150.json,2010-06-05,ODI,"India, Sri Lanka",Harare Sports Club,Unknown,Sri Lanka,male,50
452151.json,2010-06-07,ODI,"Zimbabwe, Sri Lanka",Harare Sports Club,Unknown,Zimbabwe,male,50
452152.json,2010-06-09,ODI,"Zimbabwe, Sri Lanka",Harare Sports Club,Unknown,Sri Lanka,male,50
455231.json,2010-06-15,ODI,"Sri Lanka, Pakistan",Rangiri Dambulla International Stadium,Unknown,Sri Lanka,male,50
455232.json,2010-06-16,ODI,"Bangladesh, India",Rangiri Dambulla International Stadium,Unknown,India,male,50
426384.json,2010-06-17,ODI,"Ireland, Australia",Clontarf Cricket Club Ground,Dublin,Australia,male,50
455233.json,2010-06-18,ODI,"Sri Lanka, Bangladesh",Rangiri Dambulla International Stadium,Unknown,Sri Lanka,male,50
455234.json,2010-06-19,ODI,"India, Pakistan",Rangiri Dambulla International Stadium,Unknown,India,male,50
455235.json,2010-06-21,ODI,"Bangladesh, Pakistan",Rangiri Dambulla International Stadium,Unknown,Pakistan,male,50
455236.json,2010-06-22,ODI,"Sri Lanka, India",Rangiri Dambulla International Stadium,Unknown,Sri Lanka,male,50
426387.json,2010-06-22,ODI,"England, Australia",The Rose Bowl,Southampton,England,male,50
426388.json,2010-06-24,ODI,"England, Australia",Sophia Gardens,Cardiff,England,male,50
455237.json,2010-06-24,ODI,"Sri Lanka, India",Rangiri Dambulla International Stadium,Unknown,India,male,50
426389.json,2010-06-27,ODI,"England, Australia",Old Trafford,Manchester,England,male,50
426390.json,2010-06-30,ODI,"England, Australia",Kennington Oval,London,Australia,male,50
426391.json,2010-07-03,ODI,"England, Australia",Lord's,London,Australia,male,50
450379.json,2010-07-07,ODI,"Canada, Ireland",VRA Ground,Amstelveen,Ireland,male,50
426403.json,2010-07-08,ODI,"England, Bangladesh",Trent Bridge,Nottingham,England,male,50
426404.json,2010-07-10,ODI,"England, Bangladesh",County Ground,Bristol,Bangladesh,male,50
426405.json,2010-07-12,ODI,"England, Bangladesh",Edgbaston,Birmingham,England,male,50
450107.json,2010-07-16,ODI,"Ireland, Bangladesh","Civil Service Cricket Club, Stormont",Belfast,Bangladesh,male,50
456662.json,2010-08-10,ODI,"India, New Zealand",Rangiri Dambulla International Stadium,Unknown,New Zealand,male,50
456664.json,2010-08-13,ODI,"Sri Lanka, New Zealand",Rangiri Dambulla International Stadium,Unknown,Sri Lanka,male,50
456663.json,2010-08-16,ODI,"Sri Lanka, India",Rangiri Dambulla International Stadium,Unknown,India,male,50
464720.json,2010-08-18,ODI,"Ireland, Netherlands",Clontarf Cricket Club Ground,Dublin,Ireland,male,50
473315.json,2010-08-19,ODI,"Sri Lanka, New Zealand",Rangiri Dambulla International Stadium,Unknown,No Result,male,50
456666.json,2010-08-22,ODI,"Sri Lanka, India",Rangiri Dambulla International Stadium,Unknown,Sri Lanka,male,50
456665.json,2010-08-25,ODI,"India, New Zealand",Rangiri Dambulla International Stadium,Unknown,India,male,50
456668.json,2010-08-28,ODI,"Sri Lanka, India",Rangiri Dambulla International Stadium,Unknown,Sri Lanka,male,50
464723.json,2010-09-06,ODI,"Canada, Ireland","Toronto Cricket, Skating and Curling Club",Toronto,Canada,male,50
426428.json,2010-09-10,ODI,"England, Pakistan",Riverside Ground,Chester-le-Street,England,male,50
426429.json,2010-09-12,ODI,"England, Pakistan",Headingley,Leeds,England,male,50
426430.json,2010-09-17,ODI,"England, Pakistan",Kennington Oval,London,Pakistan,male,50
426431.json,2010-09-20,ODI,"England, Pakistan",Lord's,London,Pakistan,male,50
426432.json,2010-09-22,ODI,"England, Pakistan",The Rose Bowl,Southampton,England,male,50
476596.json,2010-10-05,ODI,"Bangladesh, New Zealand",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
476598.json,2010-10-11,ODI,"Bangladesh, New Zealand",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
476599.json,2010-10-14,ODI,"Bangladesh, New Zealand",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
463143.json,2010-10-15,ODI,"South Africa, Zimbabwe",OUTsurance Oval,Bloemfontein,South Africa,male,50
476600.json,2010-10-17,ODI,"Bangladesh, New Zealand",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
463144.json,2010-10-17,ODI,"South Africa, Zimbabwe",Senwes Park,Potchefstroom,South Africa,male,50
464529.json,2010-10-20,ODI,"India, Australia",Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,male,50
463145.json,2010-10-22,ODI,"South Africa, Zimbabwe",Willowmoore Park,Benoni,South Africa,male,50
461566.json,2010-10-29,ODI,"Pakistan, South Africa",Sheikh Zayed Stadium,Abu Dhabi,South Africa,male,50
461567.json,2010-10-31,ODI,"Pakistan, South Africa",Sheikh Zayed Stadium,Abu Dhabi,Pakistan,male,50
461568.json,2010-11-02,ODI,"Pakistan, South Africa",Dubai International Cricket Stadium,Unknown,South Africa,male,50
446957.json,2010-11-03,ODI,"Australia, Sri Lanka",Melbourne Cricket Ground,Unknown,Sri Lanka,male,50
461569.json,2010-11-05,ODI,"Pakistan, South Africa",Dubai International Cricket Stadium,Unknown,Pakistan,male,50
446958.json,2010-11-05,ODI,"Australia, Sri Lanka",Sydney Cricket Ground,Unknown,Sri Lanka,male,50
446959.json,2010-11-07,ODI,"Australia, Sri Lanka","Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,male,50
461570.json,2010-11-08,ODI,"Pakistan, South Africa",Dubai International Cricket Stadium,Unknown,South Africa,male,50
467883.json,2010-11-28,ODI,"India, New Zealand",Nehru Stadium,Guwahati,India,male,50
467884.json,2010-12-01,ODI,"India, New Zealand",Sawai Mansingh Stadium,Jaipur,India,male,50
486520.json,2010-12-01,ODI,"Bangladesh, Zimbabwe",Shere Bangla National Stadium,Mirpur,Zimbabwe,male,50
486522.json,2010-12-03,ODI,"Bangladesh, Zimbabwe",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
467885.json,2010-12-04,ODI,"India, New Zealand",Reliance Stadium,Vadodara,India,male,50
486523.json,2010-12-06,ODI,"Bangladesh, Zimbabwe",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
467886.json,2010-12-07,ODI,"India, New Zealand",M Chinnaswamy Stadium,Bangalore,India,male,50
467887.json,2010-12-10,ODI,"India, New Zealand","MA Chidambaram Stadium, Chepauk",Chennai,India,male,50
486526.json,2010-12-12,ODI,"Bangladesh, Zimbabwe",Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,male,50
463150.json,2011-01-12,ODI,"South Africa, India",Kingsmead,Durban,South Africa,male,50
463151.json,2011-01-15,ODI,"South Africa, India",New Wanderers Stadium,Johannesburg,India,male,50
446962.json,2011-01-16,ODI,"Australia, England",Melbourne Cricket Ground,Unknown,Australia,male,50
463152.json,2011-01-18,ODI,"South Africa, India",Newlands,Cape Town,India,male,50
463153.json,2011-01-21,ODI,"South Africa, India",St George's Park,Port Elizabeth,South Africa,male,50
446963.json,2011-01-21,ODI,"Australia, England",Bellerive Oval,Hobart,Australia,male,50
473923.json,2011-01-22,ODI,"New Zealand, Pakistan",Westpac Stadium,Wellington,New Zealand,male,50
446964.json,2011-01-23,ODI,"Australia, England",Sydney Cricket Ground,Unknown,Australia,male,50
463154.json,2011-01-23,ODI,"South Africa, India",SuperSport Park,Centurion,South Africa,male,50
446965.json,2011-01-26,ODI,"Australia, England",Adelaide Oval,Unknown,England,male,50
473924.json,2011-01-26,ODI,"New Zealand, Pakistan",Queenstown Events Centre,Unknown,No Result,male,50
473925.json,2011-01-29,ODI,"New Zealand, Pakistan",AMI Stadium,Christchurch,Pakistan,male,50
446966.json,2011-01-30,ODI,"Australia, England","Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,male,50
464990.json,2011-01-31,ODI,"Sri Lanka, West Indies",Sinhalese Sports Club Ground,Colombo,No Result,male,50
473926.json,2011-02-01,ODI,"New Zealand, Pakistan",McLean Park,Napier,Pakistan,male,50
446967.json,2011-02-02,ODI,"Australia, England",Sydney Cricket Ground,Unknown,Australia,male,50
473927.json,2011-02-03,ODI,"New Zealand, Pakistan",Seddon Park,Hamilton,Pakistan,male,50
464991.json,2011-02-03,ODI,"Sri Lanka, West Indies",Sinhalese Sports Club Ground,Colombo,Sri Lanka,male,50
473928.json,2011-02-05,ODI,"New Zealand, Pakistan",Eden Park,Auckland,New Zealand,male,50
446968.json,2011-02-06,ODI,"Australia, England",Western Australia Cricket Association Ground,Perth,Australia,male,50
464992.json,2011-02-06,ODI,"Sri Lanka, West Indies",Sinhalese Sports Club Ground,Colombo,Sri Lanka,male,50
433558.json,2011-02-19,ODI,"Bangladesh, India",Shere Bangla National Stadium,Mirpur,India,male,50
433560.json,2011-02-20,ODI,"Sri Lanka, Canada","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,male,50
433559.json,2011-02-20,ODI,"Kenya, New Zealand","MA Chidambaram Stadium, Chepauk",Chennai,New Zealand,male,50
433561.json,2011-02-21,ODI,"Australia, Zimbabwe","Sardar Patel Stadium, Motera",Ahmedabad,Australia,male,50
433562.json,2011-02-22,ODI,"England, Netherlands","Vidarbha Cricket Association Stadium, Jamtha",Nagpur,England,male,50
433563.json,2011-02-23,ODI,"Kenya, Pakistan","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Pakistan,male,50
433564.json,2011-02-24,ODI,"South Africa, West Indies",Feroz Shah Kotla,Delhi,South Africa,male,50
433565.json,2011-02-25,ODI,"Australia, New Zealand","Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Australia,male,50
433566.json,2011-02-25,ODI,"Bangladesh, Ireland",Shere Bangla National Stadium,Mirpur,Bangladesh,male,50
433567.json,2011-02-26,ODI,"Sri Lanka, Pakistan",R Premadasa Stadium,Colombo,Pakistan,male,50
433568.json,2011-02-27,ODI,"India, England",M Chinnaswamy Stadium,Bangalore,No Result,male,50
433570.json,2011-02-28,ODI,"Canada, Zimbabwe","Vidarbha Cricket Association Stadium, Jamtha",Nagpur,Zimbabwe,male,50
433569.json,2011-02-28,ODI,"Netherlands, West Indies",Feroz Shah Kotla,Delhi,West Indies,male,50
433571.json,2011-03-01,ODI,"Sri Lanka, Kenya",R Premadasa Stadium,Colombo,Sri Lanka,male,50
433572.json,2011-03-02,ODI,"England, Ireland",M Chinnaswamy Stadium,Bangalore,Ireland,male,50
433573.json,2011-03-03,ODI,"Netherlands, South Africa","Punjab Cricket Association Stadium, Mohali",Chandigarh,South Africa,male,50
433574.json,2011-03-03,ODI,"Canada, Pakistan",R Premadasa Stadium,Colombo,Pakistan,male,50
433575.json,2011-03-04,ODI,"New Zealand, Zimbabwe","Sardar Patel Stadium, Motera",Ahmedabad,New Zealand,male,50
433576.json,2011-03-04,ODI,"Bangladesh, West Indies",Shere Bangla National Stadium,Mirpur,West Indies,male,50
433577.json,2011-03-05,ODI,"Sri Lanka, Australia",R Premadasa Stadium,Colombo,No Result,male,50
433579.json,2011-03-06,ODI,"England, South Africa","MA Chidambaram Stadium, Chepauk",Chennai,England,male,50
433578.json,2011-03-06,ODI,"India, Ireland",M Chinnaswamy Stadium,Bangalore,India,male,50
433580.json,2011-03-07,ODI,"Canada, Kenya",Feroz Shah Kotla,Delhi,Canada,male,50
433581.json,2011-03-08,ODI,"New Zealand, Pakistan",Pallekele International Cricket Stadium,Unknown,New Zealand,male,50
433582.json,2011-03-09,ODI,"India, Netherlands",Feroz Shah Kotla,Delhi,India,male,50
433583.json,2011-03-10,ODI,"Sri Lanka, Zimbabwe",Pallekele International Cricket Stadium,Unknown,Sri Lanka,male,50
433585.json,2011-03-11,ODI,"Bangladesh, England",Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,male,50
433584.json,2011-03-11,ODI,"Ireland, West Indies","Punjab Cricket Association Stadium, Mohali",Chandigarh,West Indies,male,50
433586.json,2011-03-12,ODI,"India, South Africa","Vidarbha Cricket Association Stadium, Jamtha",Nagpur,South Africa,male,50
433587.json,2011-03-13,ODI,"Canada, New Zealand",Wankhede Stadium,Mumbai,New Zealand,male,50
433588.json,2011-03-13,ODI,"Australia, Kenya",M Chinnaswamy Stadium,Bangalore,Australia,male,50
433589.json,2011-03-14,ODI,"Pakistan, Zimbabwe",Pallekele International Cricket Stadium,Unknown,Pakistan,male,50
433590.json,2011-03-14,ODI,"Bangladesh, Netherlands",Zahur Ahmed Chowdhury Stadium,Chittagong,Bangladesh,male,50
433591.json,2011-03-15,ODI,"Ireland, South Africa",Eden Gardens,Kolkata,South Africa,male,50
433592.json,2011-03-16,ODI,"Australia, Canada",M Chinnaswamy Stadium,Bangalore,Australia,male,50
