file_name,date,match_type,teams,venue,city,winner,gender,overs
1358086.json,2023-03-06,ODI,"Nepal, United Arab Emirates",Dubai International Cricket Stadium,Dubai,Nepal,male,50
1358087.json,2023-03-09,ODI,"Nepal, Papua New Guinea","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,male,50
1358088.json,2023-03-10,ODI,"Papua New Guinea, United Arab Emirates","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Papua New Guinea,male,50
1358089.json,2023-03-12,ODI,"Nepal, United Arab Emirates","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,male,50
1358090.json,2023-03-13,ODI,"Papua New Guinea, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,male,50
1358091.json,2023-03-15,ODI,"Papua New Guinea, United Arab Emirates","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,United Arab Emirates,male,50
1358092.json,2023-03-16,ODI,"United Arab Emirates, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,male,50
1348656.json,2023-03-17,ODI,"Australia, India","Wankhede Stadium, Mumbai",Mumbai,India,male,50
1339602.json,2023-03-18,ODI,"West Indies, South Africa","Buffalo Park, East London",East London,West Indies,male,50
1355717.json,2023-03-18,ODI,"Bangladesh, Ireland",Sylhet International Cricket Stadium,Sylhet,Bangladesh,male,50
1348657.json,2023-03-19,ODI,"India, Australia","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,Australia,male,50
1355718.json,2023-03-20,ODI,"Bangladesh, Ireland",Sylhet International Cricket Stadium,Sylhet,No Result,male,50
1362379.json,2023-03-21,ODI,"Zimbabwe, Netherlands",Harare Sports Club,Harare,Netherlands,male,50
1339603.json,2023-03-21,ODI,"West Indies, South Africa","Senwes Park, Potchefstroom",Potchefstroom,South Africa,male,50
1348658.json,2023-03-22,ODI,"Australia, India","MA Chidambaram Stadium, Chepauk, Chennai",Chennai,Australia,male,50
1355719.json,2023-03-23,ODI,"Ireland, Bangladesh",Sylhet International Cricket Stadium,Sylhet,Bangladesh,male,50
1362380.json,2023-03-23,ODI,"Zimbabwe, Netherlands",Harare Sports Club,Harare,Zimbabwe,male,50
1362381.json,2023-03-25,ODI,"Netherlands, Zimbabwe",Harare Sports Club,Harare,Zimbabwe,male,50
1322359.json,2023-03-25,ODI,"New Zealand, Sri Lanka","Eden Park, Auckland",Auckland,New Zealand,male,50
1365092.json,2023-03-26,ODI,"United States of America, Namibia","Wanderers Cricket Ground, Windhoek",Windhoek,United States of America,male,50
1365093.json,2023-03-27,ODI,"United Arab Emirates, Papua New Guinea","Wanderers Cricket Ground, Windhoek",Windhoek,United Arab Emirates,male,50
1365095.json,2023-03-29,ODI,"Canada, United States of America","Wanderers Cricket Ground, Windhoek",Windhoek,Canada,male,50
1365097.json,2023-03-30,ODI,"Jersey, Namibia","Wanderers Cricket Ground, Windhoek",Windhoek,Namibia,male,50
1365098.json,2023-03-30,ODI,"United Arab Emirates, United States of America","United Cricket Club Ground, Windhoek",Windhoek,United States of America,male,50
1339607.json,2023-03-31,ODI,"Netherlands, South Africa","Willowmoore Park, Benoni",Benoni,South Africa,male,50
1322361.json,2023-03-31,ODI,"Sri Lanka, New Zealand","Seddon Park, Hamilton",Hamilton,New Zealand,male,50
1365100.json,2023-04-01,ODI,"Jersey, Papua New Guinea","United Cricket Club Ground, Windhoek",Windhoek,Jersey,male,50
1365099.json,2023-04-01,ODI,"Canada, United Arab Emirates","Wanderers Cricket Ground, Windhoek",Windhoek,United Arab Emirates,male,50
1339608.json,2023-04-02,ODI,"South Africa, Netherlands","The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,male,50
1365101.json,2023-04-02,ODI,"United States of America, Papua New Guinea","Wanderers Cricket Ground, Windhoek",Windhoek,United States of America,male,50
1365102.json,2023-04-02,ODI,"United Arab Emirates, Namibia","United Cricket Club Ground, Windhoek",Windhoek,United Arab Emirates,male,50
1365103.json,2023-04-04,ODI,"Namibia, Canada","Wanderers Cricket Ground, Windhoek",Windhoek,Namibia,male,50
1365104.json,2023-04-04,ODI,"United States of America, Jersey","United Cricket Club Ground, Windhoek",Windhoek,United States of America,male,50
1365105.json,2023-04-05,ODI,"United Arab Emirates, Jersey","Wanderers Cricket Ground, Windhoek",Windhoek,United Arab Emirates,male,50
1365106.json,2023-04-05,ODI,"Canada, Papua New Guinea","United Cricket Club Ground, Windhoek",Windhoek,Canada,male,50
1367985.json,2023-04-21,ODI,"Nepal, Oman","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,male,50
1339619.json,2023-04-27,ODI,"New Zealand, Pakistan",Rawalpindi Cricket Stadium,Rawalpindi,Pakistan,male,50
1368000.json,2023-04-29,ODI,"United Arab Emirates, Oman",Mulpani Cricket Ground,Kathmandu,United Arab Emirates,male,50
1339620.json,2023-04-29,ODI,"New Zealand, Pakistan",Rawalpindi Cricket Stadium,Rawalpindi,Pakistan,male,50
1368002.json,2023-05-01,ODI,"United Arab Emirates, Nepal","Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,Nepal,male,50
1339621.json,2023-05-03,ODI,"Pakistan, New Zealand","National Stadium, Karachi",Karachi,Pakistan,male,50
1339622.json,2023-05-05,ODI,"Pakistan, New Zealand","National Stadium, Karachi",Karachi,Pakistan,male,50
1339623.json,2023-05-07,ODI,"New Zealand, Pakistan","National Stadium, Karachi",Karachi,New Zealand,male,50
1364124.json,2023-05-09,ODI,"Bangladesh, Ireland","County Ground, Chelmsford",Chelmsford,No Result,male,50
1364125.json,2023-05-12,ODI,"Ireland, Bangladesh","County Ground, Chelmsford",Chelmsford,Bangladesh,male,50
1365552.json,2023-05-14,ODI,"Bangladesh, Ireland","County Ground, Chelmsford",Chelmsford,Bangladesh,male,50
1377005.json,2023-06-04,ODI,"United Arab Emirates, West Indies",Sharjah Cricket Stadium,Sharjah,West Indies,male,50
1377006.json,2023-06-06,ODI,"West Indies, United Arab Emirates",Sharjah Cricket Stadium,Sharjah,West Indies,male,50
1377007.json,2023-06-09,ODI,"United Arab Emirates, West Indies",Sharjah Cricket Stadium,Sharjah,West Indies,male,50
1377746.json,2023-06-18,ODI,"Nepal, Zimbabwe",Harare Sports Club,Harare,Zimbabwe,male,50
1377747.json,2023-06-18,ODI,"West Indies, United States of America","Takashinga Sports Club, Highfield, Harare",Harare,West Indies,male,50
1377748.json,2023-06-19,ODI,"Sri Lanka, United Arab Emirates","Queens Sports Club, Bulawayo",Bulawayo,Sri Lanka,male,50
1377749.json,2023-06-19,ODI,"Ireland, Oman",Bulawayo Athletic Club,Bulawayo,Oman,male,50
1377751.json,2023-06-20,ODI,"United States of America, Nepal","Takashinga Sports Club, Highfield, Harare",Harare,Nepal,male,50
1377750.json,2023-06-20,ODI,"Netherlands, Zimbabwe",Harare Sports Club,Harare,Zimbabwe,male,50
1377752.json,2023-06-21,ODI,"Ireland, Scotland","Queens Sports Club, Bulawayo",Bulawayo,Scotland,male,50
1377753.json,2023-06-21,ODI,"United Arab Emirates, Oman",Bulawayo Athletic Club,Bulawayo,Oman,male,50
1377754.json,2023-06-22,ODI,"West Indies, Nepal",Harare Sports Club,Harare,West Indies,male,50
1377755.json,2023-06-22,ODI,"United States of America, Netherlands","Takashinga Sports Club, Highfield, Harare",Harare,Netherlands,male,50
1377756.json,2023-06-23,ODI,"Oman, Sri Lanka","Queens Sports Club, Bulawayo",Bulawayo,Sri Lanka,male,50
1377757.json,2023-06-23,ODI,"Scotland, United Arab Emirates",Bulawayo Athletic Club,Bulawayo,Scotland,male,50
1377758.json,2023-06-24,ODI,"Zimbabwe, West Indies",Harare Sports Club,Harare,Zimbabwe,male,50
1377759.json,2023-06-24,ODI,"Nepal, Netherlands","Takashinga Sports Club, Highfield, Harare",Harare,Netherlands,male,50
1377761.json,2023-06-25,ODI,"Scotland, Oman",Bulawayo Athletic Club,Bulawayo,Scotland,male,50
1377760.json,2023-06-25,ODI,"Sri Lanka, Ireland","Queens Sports Club, Bulawayo",Bulawayo,Sri Lanka,male,50
1377762.json,2023-06-26,ODI,"Zimbabwe, United States of America",Harare Sports Club,Harare,Zimbabwe,male,50
1377763.json,2023-06-26,ODI,"West Indies, Netherlands","Takashinga Sports Club, Highfield, Harare",Harare,No Result,male,50
1377764.json,2023-06-27,ODI,"Sri Lanka, Scotland","Queens Sports Club, Bulawayo",Bulawayo,Sri Lanka,male,50
1377765.json,2023-06-27,ODI,"Ireland, United Arab Emirates",Bulawayo Athletic Club,Bulawayo,Ireland,male,50
1377766.json,2023-06-29,ODI,"Zimbabwe, Oman","Queens Sports Club, Bulawayo",Bulawayo,Zimbabwe,male,50
1377767.json,2023-06-30,ODI,"Sri Lanka, Netherlands","Queens Sports Club, Bulawayo",Bulawayo,Sri Lanka,male,50
1377768.json,2023-06-30,ODI,"United States of America, Ireland","Takashinga Sports Club, Highfield, Harare",Harare,Ireland,male,50
1377769.json,2023-07-01,ODI,"West Indies, Scotland",Harare Sports Club,Harare,Scotland,male,50
1377771.json,2023-07-02,ODI,"United Arab Emirates, Nepal","Takashinga Sports Club, Highfield, Harare",Harare,Nepal,male,50
1377770.json,2023-07-02,ODI,"Zimbabwe, Sri Lanka","Queens Sports Club, Bulawayo",Bulawayo,Sri Lanka,male,50
1377772.json,2023-07-03,ODI,"Netherlands, Oman",Harare Sports Club,Harare,Netherlands,male,50
1377774.json,2023-07-04,ODI,"Nepal, Ireland","Takashinga Sports Club, Highfield, Harare",Harare,Ireland,male,50
1377773.json,2023-07-04,ODI,"Scotland, Zimbabwe","Queens Sports Club, Bulawayo",Bulawayo,Scotland,male,50
1377775.json,2023-07-05,ODI,"Oman, West Indies",Harare Sports Club,Harare,West Indies,male,50
1377776.json,2023-07-06,ODI,"Scotland, Netherlands","Queens Sports Club, Bulawayo",Bulawayo,Netherlands,male,50
1377777.json,2023-07-06,ODI,"United Arab Emirates, United States of America","Takashinga Sports Club, Highfield, Harare",Harare,United Arab Emirates,male,50
1377778.json,2023-07-07,ODI,"West Indies, Sri Lanka",Harare Sports Club,Harare,Sri Lanka,male,50
1377779.json,2023-07-09,ODI,"Sri Lanka, Netherlands",Harare Sports Club,Harare,Sri Lanka,male,50
1381214.json,2023-07-27,ODI,"West Indies, India","Kensington Oval, Bridgetown, Barbados",Bridgetown,India,male,50
1381215.json,2023-07-29,ODI,"India, West Indies","Kensington Oval, Bridgetown, Barbados",Bridgetown,West Indies,male,50
1381216.json,2023-08-01,ODI,"India, West Indies","Brian Lara Stadium, Tarouba, Trinidad",Tarouba,India,male,50
1388392.json,2023-08-30,ODI,"Pakistan, Nepal",Multan Cricket Stadium,Multan,Pakistan,male,50
1388393.json,2023-08-31,ODI,"Bangladesh, Sri Lanka",Pallekele International Cricket Stadium,Kandy,Sri Lanka,male,50
1388394.json,2023-09-02,ODI,"India, Pakistan",Pallekele International Cricket Stadium,Kandy,No Result,male,50
1388398.json,2023-09-04,ODI,"Nepal, India",Pallekele International Cricket Stadium,Kandy,India,male,50
1388401.json,2023-09-06,ODI,"Bangladesh, Pakistan","Gaddafi Stadium, Lahore",Lahore,Pakistan,male,50
1373571.json,2023-09-07,ODI,"South Africa, Australia","Mangaung Oval, Bloemfontein",Bloemfontein,Australia,male,50
1336052.json,2023-09-08,ODI,"England, New Zealand","Sophia Gardens, Cardiff",Cardiff,New Zealand,male,50
1388403.json,2023-09-09,ODI,"Sri Lanka, Bangladesh","R Premadasa Stadium, Colombo",Colombo,Sri Lanka,male,50
1373572.json,2023-09-09,ODI,"Australia, South Africa","Mangaung Oval, Bloemfontein",Bloemfontein,Australia,male,50
1336053.json,2023-09-10,ODI,"England, New Zealand","The Rose Bowl, Southampton",Southampton,England,male,50
1388406.json,2023-09-10,ODI,"India, Pakistan","R Premadasa Stadium, Colombo",Colombo,India,male,50
1373573.json,2023-09-12,ODI,"South Africa, Australia","Sedgars Park, Potchefstroom",Potchefstroom,South Africa,male,50
1388407.json,2023-09-12,ODI,"India, Sri Lanka","R Premadasa Stadium, Colombo",Colombo,India,male,50
1336054.json,2023-09-13,ODI,"England, New Zealand","Kennington Oval, London",London,England,male,50
1388410.json,2023-09-14,ODI,"Pakistan, Sri Lanka","R Premadasa Stadium, Colombo",Colombo,Sri Lanka,male,50
1373574.json,2023-09-15,ODI,"South Africa, Australia","SuperSport Park, Centurion",Centurion,South Africa,male,50
1336055.json,2023-09-15,ODI,"England, New Zealand","Lord's, London",London,England,male,50
1388412.json,2023-09-15,ODI,"Bangladesh, India","R Premadasa Stadium, Colombo",Colombo,Bangladesh,male,50
1373575.json,2023-09-17,ODI,"South Africa, Australia","The Wanderers Stadium, Johannesburg",Johannesburg,South Africa,male,50
1388414.json,2023-09-17,ODI,"Sri Lanka, India","R Premadasa Stadium, Colombo",Colombo,India,male,50
1395700.json,2023-09-21,ODI,"New Zealand, Bangladesh","Shere Bangla National Stadium, Mirpur",Dhaka,No Result,male,50
1389388.json,2023-09-22,ODI,"Australia, India","Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Chandigarh,India,male,50
1336129.json,2023-09-23,ODI,"England, Ireland","Trent Bridge, Nottingham",Nottingham,England,male,50
1395701.json,2023-09-23,ODI,"New Zealand, Bangladesh","Shere Bangla National Stadium, Mirpur",Dhaka,New Zealand,male,50
1389389.json,2023-09-24,ODI,"India, Australia","Holkar Cricket Stadium, Indore",Indore,India,male,50
1336130.json,2023-09-26,ODI,"England, Ireland","County Ground, Bristol",Bristol,No Result,male,50
1395702.json,2023-09-26,ODI,"Bangladesh, New Zealand","Shere Bangla National Stadium, Mirpur",Dhaka,New Zealand,male,50
1389390.json,2023-09-27,ODI,"Australia, India","Saurashtra Cricket Association Stadium, Rajkot",Rajkot,Australia,male,50
1384392.json,2023-10-05,ODI,"England, New Zealand","Narendra Modi Stadium, Ahmedabad",Ahmedabad,New Zealand,male,50
1384393.json,2023-10-06,ODI,"Pakistan, Netherlands","Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Pakistan,male,50
1384395.json,2023-10-07,ODI,"South Africa, Sri Lanka","Arun Jaitley Stadium, Delhi",Delhi,South Africa,male,50
1384396.json,2023-10-08,ODI,"Australia, India","MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,male,50
1384397.json,2023-10-09,ODI,"New Zealand, Netherlands","Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,New Zealand,male,50
1384398.json,2023-10-10,ODI,"England, Bangladesh","Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,England,male,50
1384399.json,2023-10-10,ODI,"Sri Lanka, Pakistan","Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,Pakistan,male,50
1384401.json,2023-10-12,ODI,"South Africa, Australia","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,South Africa,male,50
1384402.json,2023-10-13,ODI,"Bangladesh, New Zealand","MA Chidambaram Stadium, Chepauk, Chennai",Chennai,New Zealand,male,50
1384403.json,2023-10-14,ODI,"Pakistan, India","Narendra Modi Stadium, Ahmedabad",Ahmedabad,India,male,50
1384405.json,2023-10-16,ODI,"Sri Lanka, Australia","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Australia,male,50
1384406.json,2023-10-17,ODI,"Netherlands, South Africa","Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,Netherlands,male,50
1384408.json,2023-10-19,ODI,"Bangladesh, India","Maharashtra Cricket Association Stadium, Pune",Pune,India,male,50
1384409.json,2023-10-20,ODI,"Australia, Pakistan","M Chinnaswamy Stadium, Bengaluru",Bengaluru,Australia,male,50
1384410.json,2023-10-21,ODI,"Netherlands, Sri Lanka","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,Sri Lanka,male,50
1384411.json,2023-10-21,ODI,"South Africa, England","Wankhede Stadium, Mumbai",Mumbai,South Africa,male,50
1384412.json,2023-10-22,ODI,"New Zealand, India","Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,India,male,50
1384414.json,2023-10-24,ODI,"South Africa, Bangladesh","Wankhede Stadium, Mumbai",Mumbai,South Africa,male,50
1384415.json,2023-10-25,ODI,"Australia, Netherlands","Arun Jaitley Stadium, Delhi",Delhi,Australia,male,50
1384416.json,2023-10-26,ODI,"England, Sri Lanka","M Chinnaswamy Stadium, Bengaluru",Bengaluru,Sri Lanka,male,50
1384417.json,2023-10-27,ODI,"Pakistan, South Africa","MA Chidambaram Stadium, Chepauk, Chennai",Chennai,South Africa,male,50
1384418.json,2023-10-28,ODI,"Australia, New Zealand","Himachal Pradesh Cricket Association Stadium, Dharamsala",Dharamsala,Australia,male,50
1384419.json,2023-10-28,ODI,"Netherlands, Bangladesh","Eden Gardens, Kolkata",Kolkata,Netherlands,male,50
1384420.json,2023-10-29,ODI,"India, England","Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,male,50
1384422.json,2023-10-31,ODI,"Bangladesh, Pakistan","Eden Gardens, Kolkata",Kolkata,Pakistan,male,50
1384423.json,2023-11-01,ODI,"South Africa, New Zealand","Maharashtra Cricket Association Stadium, Pune",Pune,South Africa,male,50
1384424.json,2023-11-02,ODI,"India, Sri Lanka","Wankhede Stadium, Mumbai",Mumbai,India,male,50
1384427.json,2023-11-04,ODI,"Australia, England","Narendra Modi Stadium, Ahmedabad",Ahmedabad,Australia,male,50
1384426.json,2023-11-04,ODI,"New Zealand, Pakistan","M Chinnaswamy Stadium, Bengaluru",Bengaluru,Pakistan,male,50
1384428.json,2023-11-05,ODI,"India, South Africa","Eden Gardens, Kolkata",Kolkata,India,male,50
1384429.json,2023-11-06,ODI,"Sri Lanka, Bangladesh","Arun Jaitley Stadium, Delhi",Delhi,Bangladesh,male,50
1384431.json,2023-11-08,ODI,"England, Netherlands","Maharashtra Cricket Association Stadium, Pune",Pune,England,male,50
1384432.json,2023-11-09,ODI,"Sri Lanka, New Zealand","M Chinnaswamy Stadium, Bengaluru",Bengaluru,New Zealand,male,50
1384434.json,2023-11-11,ODI,"Bangladesh, Australia","Maharashtra Cricket Association Stadium, Pune",Pune,Australia,male,50
1384435.json,2023-11-11,ODI,"England, Pakistan","Eden Gardens, Kolkata",Kolkata,England,male,50
1384436.json,2023-11-12,ODI,"India, Netherlands","M Chinnaswamy Stadium, Bengaluru",Bengaluru,India,male,50
1384437.json,2023-11-15,ODI,"India, New Zealand","Wankhede Stadium, Mumbai",Mumbai,India,male,50
1384438.json,2023-11-16,ODI,"South Africa, Australia","Eden Gardens, Kolkata",Kolkata,Australia,male,50
1384439.json,2023-11-19,ODI,"India, Australia","Narendra Modi Stadium, Ahmedabad",Ahmedabad,Australia,male,50
1373576.json,2023-12-03,ODI,"England, West Indies","Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,West Indies,male,50
1373577.json,2023-12-06,ODI,"West Indies, England","Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,England,male,50
1373578.json,2023-12-09,ODI,"England, West Indies","Kensington Oval, Bridgetown, Barbados",Bridgetown,West Indies,male,50
1408106.json,2023-12-13,ODI,"Zimbabwe, Ireland",Harare Sports Club,Harare,No Result,male,50
1408107.json,2023-12-15,ODI,"Zimbabwe, Ireland",Harare Sports Club,Harare,Ireland,male,50
1387600.json,2023-12-17,ODI,"South Africa, India","The Wanderers Stadium, Johannesburg",Johannesburg,India,male,50
1408102.json,2023-12-17,ODI,"New Zealand, Bangladesh","University Oval, Dunedin",Dunedin,New Zealand,male,50
1408108.json,2023-12-17,ODI,"Zimbabwe, Ireland",Harare Sports Club,Harare,Ireland,male,50
